name,main_category,sub_category,url,brand,price,sku_ids,product_id
Wanderjacke Bergwandern MH150 wasserdicht leicht Herren grün,herren,outdoor-jacken,https://www.decathlon.de/p/wanderjacke-mh150-wasserdicht-leicht-herren/_/R-p-309604?mc=8585162&c=blau,QUECHUA,"59,99 €",4019532;4019531;4019530;4019533;4019527;4019528;4448192;4448193;4448194;4448195;4448196;4448197;4757705;4757708;4757709;4757710,8585162
Wanderjacke Herren wasserdicht leicht - MH500 schwarz,herren,outdoor-jacken,https://www.decathlon.de/p/wanderjacke-herren-leicht-wasserdicht-mh500/_/R-p-301681?mc=8612171&c=schwarz,QUECHUA,"99,99 €",4194321;4194320;4194319;4194322;4194316;4194317;4757768;4757769;4757770;4757771;4757772;4757773;4757788;4757789;4757790;4757791;4757792;4757793;5001501;5001502;5001503;5001504;5001505;5001506;2488073,8612171
Segeljacke Herren wasserdicht winddicht - 500 rot/gelb,herren,outdoor-jacken,https://www.decathlon.de/p/regenjacke-segeln-herren-wasserdicht-500/_/R-p-330038?mc=8773662&c=rot_gelb,TRIBORD,"109,99 €",4715053;4715054;4715055;4715056;4715058;4715059;4449952;4449953;4449954;4449955;4449956;4449957,8773662
Regenjacke Herren winddicht wasserabweisend 1/2 Zip Wandern - Raincut,herren,outdoor-jacken,https://www.decathlon.de/p/regenjacke-herren-winddicht-wasserabweisend-1-2-zip-wandern-raincut/_/R-p-5332?mc=8300326&c=schwarz,QUECHUA,"12,99 €",1803677;4242203;1803678;1803679;4455352;4455353;4455342;4455340;4455341,8300326
Wanderjacke Herren wasserdicht leicht - MH900,herren,outdoor-jacken,https://www.decathlon.de/p/wanderjacke-herren-wasserdicht-leicht-mh900/_/R-p-150330?mc=8382335&c=grau_schwarz,QUECHUA,"129,99 €",2184218;2184219;2184220;2184221;2184222;2896236,8382335
