,id,main_category,sub_category,product_name,brand,price,store_skuId,timestamp,store_storeId,store_storeName,store_quantity,store_availabilityInfo,store_clickNcollect1h
64977,8648438.0,camping,schlafsacke-matratzen-betten,Schlafsack Camping - Arpenaz 20 °C,QUECHUA,14.99,4327529,2024-05-14 20:38:45.632787,0070072800728,Essen,58,False,True
65201,8648438.0,camping,schlafsacke-matratzen-betten,Schlafsack Camping - Arpenaz 20 °C,QUECHUA,14.99,2460957,2024-05-14 20:38:45.632787,0070072800728,Essen,0,False,False
65425,8733136.0,camping,schlafsacke-matratzen-betten,Luftmatratze selbstaufblasend Camping - Comfort 132 cm für 2 Personen,QUECHUA,109.99,4474078,2024-05-14 20:38:45.632787,0070072800728,Essen,5,False,True
65649,8558913.0,camping,schlafsacke-matratzen-betten,Schlafsack Camping - Arpenaz 10 °C Baumwolle,QUECHUA,59.99,2944996,2024-05-14 20:38:45.632787,0070072800728,Essen,23,False,True
65873,8755737.0,camping,schlafsacke-matratzen-betten,Campingliege Camp Bed Basic 60 cm für 1 Person,QUECHUA,39.99,4557488,2024-05-14 20:38:45.632787,0070072800728,Essen,14,False,True
66097,8513487.0,camping,schlafsacke-matratzen-betten,Schlafsack Kinder 10 °C Camping - MH100 blau,QUECHUA,19.99,2460958,2024-05-14 20:38:45.632787,0070072800728,Essen,42,False,True
66321,8513487.0,camping,schlafsacke-matratzen-betten,Schlafsack Kinder 10 °C Camping - MH100 blau,QUECHUA,19.99,2711073,2024-05-14 20:38:45.632787,0070072800728,Essen,33,False,True
66545,8827568.0,camping,schlafsacke-matratzen-betten,Kopfkissen Camping - Ultim Comfort,QUECHUA,19.99,4966682,2024-05-14 20:38:45.632787,0070072800728,Essen,28,False,True
66678,8492712.0,camping,schlafsacke-matratzen-betten,Schaumstoff-Isomatte faltbar 1 Person Trekking - MT500 180 × 55 cm,FORCLAZ,19.99,2558419,2024-05-14 20:38:45.632787,0070072800728,Essen,13,False,True
66901,8582047.0,camping,schlafsacke-matratzen-betten,Luftmatratze isolierend aufblasbar Trekking - MT500 XL 195 × 60 cm - 1 Person,FORCLAZ,79.99,4008303,2024-05-14 20:38:45.632787,0070072800728,Essen,0,False,False
67112,8799899.0,camping,schlafsacke-matratzen-betten,Schlafsack Polyester Trekking - MT500 0 °C schwarz,FORCLAZ,74.99,4844287,2024-05-14 20:38:45.632787,0070072800728,Essen,0,False,False
67335,8799899.0,camping,schlafsacke-matratzen-betten,Schlafsack Polyester Trekking - MT500 0 °C schwarz,FORCLAZ,74.99,4844288,2024-05-14 20:38:45.632787,0070072800728,Essen,8,False,True
67558,8799899.0,camping,schlafsacke-matratzen-betten,Schlafsack Polyester Trekking - MT500 0 °C schwarz,FORCLAZ,74.99,4844289,2024-05-14 20:38:45.632787,0070072800728,Essen,6,False,True
67781,8799899.0,camping,schlafsacke-matratzen-betten,Schlafsack Polyester Trekking - MT500 0 °C schwarz,FORCLAZ,74.99,4844290,2024-05-14 20:38:45.632787,0070072800728,Essen,4,False,True
68003,8601390.0,camping,schlafsacke-matratzen-betten,Hängematte Komfort 2 Personen 350 × 175 cm braun,QUECHUA,29.99,4108976,2024-05-14 20:38:45.632787,0070072800728,Essen,13,False,True
68226,8612277.0,camping,schlafsacke-matratzen-betten,Luftmatratze XL 195 × 60 cm Trekking - MT500 Air 1 Person,FORCLAZ,54.99,4195049,2024-05-14 20:38:45.632787,0070072800728,Essen,16,False,True
68449,8612277.0,camping,schlafsacke-matratzen-betten,Luftmatratze XL 195 × 60 cm Trekking - MT500 Air 1 Person,FORCLAZ,54.99,2566909,2024-05-14 20:38:45.632787,0070072800728,Essen,0,False,False
68672,8543062.0,camping,schlafsacke-matratzen-betten,Fusspumpe für aufblasbare Matratzen,QUECHUA,11.99,2705916,2024-05-14 20:38:45.632787,0070072800728,Essen,48,False,True
68895,5591048.0,camping,schlafsacke-matratzen-betten,Isomatte Schaumstoff Trekking - MT100 180 × 50 cm,FORCLAZ,8.99,522209,2024-05-14 20:38:45.632787,0070072800728,Essen,27,False,True
69118,8575966.0,camping,schlafsacke-matratzen-betten,Schlafsack Trekking - MT500 10 °C Polyester,FORCLAZ,54.99,2963004,2024-05-14 20:38:45.632787,0070072800728,Essen,0,False,False
69341,8575966.0,camping,schlafsacke-matratzen-betten,Schlafsack Trekking - MT500 10 °C Polyester,FORCLAZ,54.99,2963003,2024-05-14 20:38:45.632787,0070072800728,Essen,2,False,True
69564,8575966.0,camping,schlafsacke-matratzen-betten,Schlafsack Trekking - MT500 10 °C Polyester,FORCLAZ,54.99,2963002,2024-05-14 20:38:45.632787,0070072800728,Essen,7,False,True
69786,8575966.0,camping,schlafsacke-matratzen-betten,Schlafsack Trekking - MT500 10 °C Polyester,FORCLAZ,54.99,2963005,2024-05-14 20:38:45.632787,0070072800728,Essen,2,False,True
70009,8901525.0,camping,schlafsacke-matratzen-betten,Schaumstoff-Isomatte faltbar isolierend Trekking - MT500 195 × 55 cm 1 Person,FORCLAZ,21.99,5284409,2024-05-14 20:38:45.632787,0070072800728,Essen,0,False,False
70232,8901525.0,camping,schlafsacke-matratzen-betten,Schaumstoff-Isomatte faltbar isolierend Trekking - MT500 195 × 55 cm 1 Person,FORCLAZ,21.99,2705854,2024-05-14 20:38:45.632787,0070072800728,Essen,0,False,False
70455,8737673.0,camping,schlafsacke-matratzen-betten,Schlafsack Camping - Arpenaz 15 °C,QUECHUA,21.99,4518513,2024-05-14 20:38:45.632787,0070072800728,Essen,37,False,True
70678,8810976.0,camping,schlafsacke-matratzen-betten,Camping-Schlafsack aus Baumwolle - Ultim Comfort 10° blau,QUECHUA,59.99,4899450,2024-05-14 20:38:45.632787,0070072800728,Essen,3,False,True
70901,8677189.0,camping,schlafsacke-matratzen-betten,Camping-Kissen aufblasbar Air Basic blau,QUECHUA,5.99,4435748,2024-05-14 20:38:45.632787,0070072800728,Essen,56,False,True
71124,8584370.0,camping,schlafsacke-matratzen-betten,Schlafsack-Inlett Baumwolle beige,QUECHUA,19.99,4017486,2024-05-14 20:38:45.632787,0070072800728,Essen,18,False,True
71257,8799901.0,camping,schlafsacke-matratzen-betten,Schlafsack Polyester Trekking - MT500 0 °C,FORCLAZ,89.99,4844297,2024-05-14 20:38:45.632787,0070072800728,Essen,0,False,False
71480,8799901.0,camping,schlafsacke-matratzen-betten,Schlafsack Polyester Trekking - MT500 0 °C,FORCLAZ,89.99,4844298,2024-05-14 20:38:45.632787,0070072800728,Essen,3,False,True
71702,8799901.0,camping,schlafsacke-matratzen-betten,Schlafsack Polyester Trekking - MT500 0 °C,FORCLAZ,89.99,4844299,2024-05-14 20:38:45.632787,0070072800728,Essen,6,False,True
71925,8799901.0,camping,schlafsacke-matratzen-betten,Schlafsack Polyester Trekking - MT500 0 °C,FORCLAZ,89.99,4844300,2024-05-14 20:38:45.632787,0070072800728,Essen,2,False,True
72147,8575969.0,camping,schlafsacke-matratzen-betten,Schlafsack Trekking MT900 10 °C Daunen,FORCLAZ,139.99,2963016,2024-05-14 20:42:22.219298,0070027300273,Herne,0,False,False
72249,8575969.0,camping,schlafsacke-matratzen-betten,Schlafsack Trekking MT900 10 °C Daunen,FORCLAZ,139.99,2963015,2024-05-14 20:42:22.219298,0070027300273,Herne,2,False,True
72351,8575969.0,camping,schlafsacke-matratzen-betten,Schlafsack Trekking MT900 10 °C Daunen,FORCLAZ,139.99,2963014,2024-05-14 20:42:22.219298,0070027300273,Herne,3,False,True
72453,8575969.0,camping,schlafsacke-matratzen-betten,Schlafsack Trekking MT900 10 °C Daunen,FORCLAZ,139.99,2963017,2024-05-14 20:42:22.219298,0070027300273,Herne,3,False,True
72555,8595947.0,camping,schlafsacke-matratzen-betten,Campingliege Camp Bed Second 65 cm x 190 cm für 1 Person beige,QUECHUA,59.99,2923828,2024-05-14 20:42:22.219298,0070027300273,Herne,9,False,True
72657,8612374.0,camping,schlafsacke-matratzen-betten,Schlafsack Camping - Arpenaz 10 °C für 2 Personen,QUECHUA,69.99,4195608,2024-05-14 20:42:22.219298,0070027300273,Herne,12,False,True
72759,8616804.0,fitness,fitnessgerate-fur-zuhause,Hantelbank klappbar neigungsverstellbar - 500,CORENGTH,99.99,4224992,2024-05-14 21:19:42.835897,0070072800728,Essen,2,False,True
72987,6150.0,fitness,fitnessgerate-fur-zuhause,Crosstech XTR BT Glute Shaper mit Zwift und Kinomap,HAMMER,319.0,92761422-f8c9-46aa-8d15-c508f5514435,2024-05-14 21:19:42.835897,0070072800728,Essen,0,False,False
73125,8766094.0,fitness,fitnessgerate-fur-zuhause,Kraftstation Krafttraining ‒ TS 900,CORENGTH,219.99,4660465,2024-05-14 21:19:42.835897,0070072800728,Essen,1,False,False
73263,8825899.0,fitness,fitnessgerate-fur-zuhause,Boxing-Set - Adidas V2 (Handschuhe + Bandagen + Zahnschutz),ADIDAS,39.99,4978720,2024-05-14 21:19:42.835897,0070072800728,Essen,2,False,True
73484,8825899.0,fitness,fitnessgerate-fur-zuhause,Boxing-Set - Adidas V2 (Handschuhe + Bandagen + Zahnschutz),ADIDAS,39.99,4978721,2024-05-14 21:19:42.835897,0070072800728,Essen,7,False,True
73704,8825899.0,fitness,fitnessgerate-fur-zuhause,Boxing-Set - Adidas V2 (Handschuhe + Bandagen + Zahnschutz),ADIDAS,39.99,4978722,2024-05-14 21:19:42.835897,0070072800728,Essen,7,False,True
73923,8825899.0,fitness,fitnessgerate-fur-zuhause,Boxing-Set - Adidas V2 (Handschuhe + Bandagen + Zahnschutz),ADIDAS,39.99,4978723,2024-05-14 21:19:42.835897,0070072800728,Essen,4,False,True
74144,8851735.0,fitness,fitnessgerate-fur-zuhause,Pilatesmatte Komfort 170 cm × 58 cm × 15 mm - 500 bordeauxrot,DOMYOS,29.99,5057388,2024-05-14 21:19:42.835897,0070072800728,Essen,12,False,True
74361,8851735.0,fitness,fitnessgerate-fur-zuhause,Pilatesmatte Komfort 170 cm × 58 cm × 15 mm - 500 bordeauxrot,DOMYOS,29.99,5057389,2024-05-14 21:19:42.835897,0070072800728,Essen,10,False,True
74578,8607943.0,fitness,fitnessgerate-fur-zuhause,Crosstrainer - EL 540 schwarz,DOMYOS,499.99,4169366,2024-05-14 21:19:42.835897,0070072800728,Essen,1,False,False
74794,8607943.0,fitness,fitnessgerate-fur-zuhause,Crosstrainer - EL 540 schwarz,DOMYOS,499.99,4834090,2024-05-14 21:19:42.835897,0070072800728,Essen,0,False,False
75010,8354819.0,fitness,fitnessgerate-fur-zuhause,Kugelhantel Kettlebell Gusseisen und Basis aus Gummi ‒ 20 kg,CORENGTH,64.99,2017323,2024-05-14 21:19:42.835897,0070072800728,Essen,0,False,False
75148,8549542.0,fitness,fitnessgerate-fur-zuhause,Standboxsack aufblasbar Erwachsene,OUTSHOCK,69.99,2765680,2024-05-14 21:19:42.835897,0070072800728,Essen,6,False,True
75369,8651249.0,fitness,fitnessgerate-fur-zuhause,Boxhandschuhe 100 rot,OUTSHOCK,17.99,4343618,2024-05-14 21:19:42.835897,0070072800728,Essen,9,False,True
75585,8651249.0,fitness,fitnessgerate-fur-zuhause,Boxhandschuhe 100 rot,OUTSHOCK,17.99,4343615,2024-05-14 21:19:42.835897,0070072800728,Essen,6,False,True
75801,8651249.0,fitness,fitnessgerate-fur-zuhause,Boxhandschuhe 100 rot,OUTSHOCK,17.99,4343616,2024-05-14 21:19:42.835897,0070072800728,Essen,0,False,False
76017,8651249.0,fitness,fitnessgerate-fur-zuhause,Boxhandschuhe 100 rot,OUTSHOCK,17.99,4343617,2024-05-14 21:19:42.835897,0070072800728,Essen,4,False,True
76233,8607949.0,fitness,fitnessgerate-fur-zuhause,Heimtrainer - Challenge Bike,DOMYOS,1299.99,4169387,2024-05-14 21:19:42.835897,0070072800728,Essen,0,False,False
76875,8603283.0,fitness,fitnessgerate-fur-zuhause,Hantel 10 kg Crosstraining Krafttraining - Hex Dumbbell schwarz,CORENGTH,39.99,4132392,2024-05-14 21:22:28.117207,0070027300273,Herne,10,False,True
77984,8788265.0,camping,zelte,Dachzelt aufblasbar Fresh & Black - MH900 für 2 Personen,QUECHUA,1499.99,4782139,2024-05-22 20:56:40.685718,0070072800728,Essen,0,False,False
77996,8755593.0,camping,zelte,Familienzelt aufblasbar - Air Seconds 8.4 Fresh & Black 8 Personen in 4 Kabinen,QUECHUA,939.99,4557078,2024-05-22 20:56:40.685718,0070072800728,Essen,0,False,False
78008,8810862.0,camping,campingmobel,Campingstuhl niedrig klappbar - MH500 braun,QUECHUA,39.99,4899199,2024-05-22 22:01:15.064402,0070072800728,Essen,2,False,True
78020,8810862.0,camping,campingmobel,Campingstuhl niedrig klappbar - MH500 braun,QUECHUA,39.99,4899198,2024-05-22 22:01:15.064402,0070072800728,Essen,9,False,True
78032,8810862.0,camping,campingmobel,Campingstuhl niedrig klappbar - MH500 braun,QUECHUA,39.99,2558046,2024-05-22 22:01:15.064402,0070072800728,Essen,8,False,True
78068,8575884.0,camping,campingmobel,Campingstuhl Komfort klappbar,QUECHUA,34.99,2962513,2024-05-22 22:01:15.064402,0070072800728,Essen,0,False,False
78080,8575884.0,camping,campingmobel,Campingstuhl Komfort klappbar,QUECHUA,34.99,5075814,2024-05-22 22:01:15.064402,0070072800728,Essen,0,False,False
78092,8737676.0,camping,schlafsacke-matratzen-betten,Schlafsack Camping - Arpenaz 10 °C,QUECHUA,29.99,4518516,2024-05-22 22:36:52.224677,0070072800728,Essen,0,False,False
78104,8737676.0,camping,schlafsacke-matratzen-betten,Schlafsack Camping - Arpenaz 10 °C,QUECHUA,29.99,4518515,2024-05-22 22:36:52.224677,0070072800728,Essen,56,False,True
78128,1903.0,fitness,fitnessgerate-fur-zuhause,"Yogamatte in der Farbe blau - Sportmatte, Fitnessmatte, Pilatesmatte",NEOLYMP,19.99,ea64ce49-b861-4e5e-a418-617dc756d229,2024-05-22 23:13:04.479907,0070072800728,Essen,0,False,False
78140,1903.0,fitness,fitnessgerate-fur-zuhause,"Yogamatte in der Farbe blau - Sportmatte, Fitnessmatte, Pilatesmatte",NEOLYMP,19.99,6e70f19a-40ca-4cda-809f-3bdabf139bc4,2024-05-22 23:13:04.479907,0070072800728,Essen,0,False,False
78152,1903.0,fitness,fitnessgerate-fur-zuhause,"Yogamatte in der Farbe blau - Sportmatte, Fitnessmatte, Pilatesmatte",NEOLYMP,19.99,b5edf529-ac2e-4360-bcca-7777f0ca055d,2024-05-22 23:13:04.479907,0070072800728,Essen,0,False,False
78164,1903.0,fitness,fitnessgerate-fur-zuhause,"Yogamatte in der Farbe blau - Sportmatte, Fitnessmatte, Pilatesmatte",NEOLYMP,19.99,5eae299a-a019-4f55-a010-a2372a9f09ab,2024-05-22 23:13:04.479907,0070072800728,Essen,0,False,False
78176,8388695.0,fitness,fitnessgerate-fur-zuhause,"Hantelscheibe gummiert 28 mm 2,5 kg",CORENGTH,9.99,2232193,2024-05-22 23:13:04.479907,0070072800728,Essen,10,False,True
78188,8759370.0,fitness,fitnessgerate-fur-zuhause,Laufband kompakt und connected 14 km/h 45 × 125 cm - RUN100E-B,DOMYOS,549.99,4559911,2024-05-22 23:13:04.479907,0070072800728,Essen,1,False,False
78200,8882305.0,fitness,fitnessgerate-fur-zuhause,Dip-Stangen verstellbar kompakt - TS 100,CORENGTH,69.99,5213847,2024-05-22 23:13:04.479907,0070072800728,Essen,2,False,True
