,id,main_category,sub_category,product_name,brand,price,store_skuId,timestamp,store_storeId,store_storeName,store_quantity,store_availabilityInfo,store_clickNcollect1h
28354,8602020.0,fahrrad-welt,fahrrader,"Mountainbike Trekking ST 120 27,5 Zoll schwarz/blau",ROCKRIDER,359.99,4266483,2024-05-10 20:10:39.427745,0070206002060,Dortmund-Kampstrasse ,1,False,False
28594,8602020.0,fahrrad-welt,fahrrader,"Mountainbike Trekking ST 120 27,5 Zoll schwarz/blau",ROCKRIDER,359.99,4266486,2024-05-10 20:10:39.427745,0070206002060,Dortmund-Kampstrasse ,0,False,False
28834,8548195.0,fahrrad-welt,fahrrad_sale,City Bike 28 Zoll Elops 540 HF Herren petrol,ELOPS,399.99,2692819,2024-05-10 21:29:16.284221,0070072800728,Essen,0,False,False
28864,8548195.0,fahrrad-welt,fahrrad_sale,City Bike 28 Zoll Elops 540 HF Herren petrol,ELOPS,399.99,2692818,2024-05-10 21:29:16.284221,0070072800728,Essen,0,False,False
28894,8588490.0,fitness,fitnessgerate-fur-zuhause,Klimmzugstange Tür verriegelbar 70 cm - BT 150,CORENGTH,25.99,4044804,2024-05-11 20:41:13.492711,0070072800728,Essen,9,False,True
29133,8491911.0,fitness,fitnessgerate-fur-zuhause,Indoor Cycling Bike - 100,DOMYOS,249.99,2524939,2024-05-11 20:42:46.852252,0070027300273,Herne,1,False,True
31451,8336571.0,fitness,fitnessgerate-fur-zuhause,Hantelset 2 × 1 kg - grün,DOMYOS,9.99,712785,2024-05-13 17:07:20.381248,0070072800728,Essen,14,False,True
31689,8336580.0,fitness,fitnessgerate-fur-zuhause,Hantelset 2 × 5 kg - schwarz,DOMYOS,29.99,712813,2024-05-13 17:07:20.381248,0070072800728,Essen,4,False,True
31909,8484821.0,fitness,fitnessgerate-fur-zuhause,"Fitness Band, Trainingsband Crosstraining 35 kg",CORENGTH,14.99,2531587,2024-05-13 17:10:01.139309,0070206002060,Dortmund-Kampstrasse ,31,False,True
33558,8550383.0,fahrrad-welt,fahrrader,City Bike 28 Zoll Elops Speed 500 Singlespeed/Fixie weiss,ELOPS,299.99,2775990,2024-05-13 18:00:08.903906,0070072800728,Essen,0,False,False
33784,8550383.0,fahrrad-welt,fahrrader,City Bike 28 Zoll Elops Speed 500 Singlespeed/Fixie weiss,ELOPS,299.99,2775989,2024-05-13 18:00:08.903906,0070072800728,Essen,0,False,False
34010,8550383.0,fahrrad-welt,fahrrader,City Bike 28 Zoll Elops Speed 500 Singlespeed/Fixie weiss,ELOPS,299.99,2775988,2024-05-13 18:00:08.903906,0070072800728,Essen,0,False,False
34236,8550383.0,fahrrad-welt,fahrrader,City Bike 28 Zoll Elops Speed 500 Singlespeed/Fixie weiss,ELOPS,299.99,2775991,2024-05-13 18:00:08.903906,0070072800728,Essen,0,False,False
34462,8550383.0,fahrrad-welt,fahrrader,City Bike 28 Zoll Elops Speed 500 Singlespeed/Fixie weiss,ELOPS,299.99,4195251,2024-05-13 18:00:08.903906,0070072800728,Essen,0,False,False
34688,8550383.0,fahrrad-welt,fahrrader,City Bike 28 Zoll Elops Speed 500 Singlespeed/Fixie weiss,ELOPS,299.99,4195250,2024-05-13 18:00:08.903906,0070072800728,Essen,0,False,False
34914,8550383.0,fahrrad-welt,fahrrader,City Bike 28 Zoll Elops Speed 500 Singlespeed/Fixie weiss,ELOPS,299.99,4195249,2024-05-13 18:00:08.903906,0070072800728,Essen,0,False,False
35140,8550383.0,fahrrad-welt,fahrrader,City Bike 28 Zoll Elops Speed 500 Singlespeed/Fixie weiss,ELOPS,299.99,4195252,2024-05-13 18:00:08.903906,0070072800728,Essen,0,False,False
35366,8550383.0,fahrrad-welt,fahrrader,City Bike 28 Zoll Elops Speed 500 Singlespeed/Fixie weiss,ELOPS,299.99,4630048,2024-05-13 18:00:08.903906,0070072800728,Essen,0,False,False
35592,8550383.0,fahrrad-welt,fahrrader,City Bike 28 Zoll Elops Speed 500 Singlespeed/Fixie weiss,ELOPS,299.99,4630049,2024-05-13 18:00:08.903906,0070072800728,Essen,0,False,False
35818,8550383.0,fahrrad-welt,fahrrader,City Bike 28 Zoll Elops Speed 500 Singlespeed/Fixie weiss,ELOPS,299.99,4630050,2024-05-13 18:00:08.903906,0070072800728,Essen,0,False,False
36044,8550383.0,fahrrad-welt,fahrrader,City Bike 28 Zoll Elops Speed 500 Singlespeed/Fixie weiss,ELOPS,299.99,2756894,2024-05-13 18:00:08.903906,0070072800728,Essen,0,False,False
36270,8550383.0,fahrrad-welt,fahrrader,City Bike 28 Zoll Elops Speed 500 Singlespeed/Fixie weiss,ELOPS,299.99,2756892,2024-05-13 18:00:08.903906,0070072800728,Essen,0,False,False
36496,8550383.0,fahrrad-welt,fahrrader,City Bike 28 Zoll Elops Speed 500 Singlespeed/Fixie weiss,ELOPS,299.99,2756895,2024-05-13 18:00:08.903906,0070072800728,Essen,0,False,False
37194,8584545.0,camping,zelte,Aufenthaltszelt aufblasbar - Base Air Seconds Fresh für 8 Personen,QUECHUA,399.99,4018190,2024-05-14 18:32:44.365334,0070072800728,Essen,1,False,False
37411,8554912.0,camping,zelte,Aufenthaltszelt Stangenzelt Arpenaz Base Fresh Größe L,QUECHUA,219.99,2755985,2024-05-14 18:32:44.365334,0070072800728,Essen,0,False,False
37628,8584571.0,camping,zelte,Familienzelt - Air Seconds 6.3 Fresh & Black für 6 Personen in 3 Schlafkabinen,QUECHUA,769.99,4018211,2024-05-14 18:32:44.365334,0070072800728,Essen,2,False,True
37845,8810920.0,camping,zelte,Familienzelt aufblasbar - Air Seconds 6.3 XXL F&B 6 Personen 3 Kabinen,QUECHUA,1239.99,4899305,2024-05-14 18:32:44.365334,0070072800728,Essen,0,False,False
38062,8492483.0,camping,zelte,Wurfzelt XL - 2 Seconds Fresh & Black für 2 Personen,QUECHUA,139.99,2556863,2024-05-14 18:32:44.365334,0070072800728,Essen,8,False,True
38279,8844621.0,camping,zelte,Schutzzelt Fresh - 2 Seconds Easy XL für 2 Personen,QUECHUA,64.99,5046025,2024-05-14 18:32:44.365334,0070072800728,Essen,0,False,False
38496,8739048.0,camping,zelte,Matratzenunterlage feuchtigkeitshemmend für Dachzelt MH500 2P,QUECHUA,69.99,4533319,2024-05-14 18:32:44.365334,0070072800728,Essen,0,False,False
38713,8755225.0,camping,zelte,Faltzelt - 2 Seconds 2 Personen,QUECHUA,74.99,4549663,2024-05-14 18:32:44.365334,0070072800728,Essen,4,False,True
38930,8545744.0,camping,zelte,Trekkingzelt Trek MT900 1 Person,FORCLAZ,189.99,2686650,2024-05-14 18:32:44.365334,0070072800728,Essen,3,False,True
39147,8576110.0,camping,zelte,Wurfzelt Fresh & Black - 2 Seconds Easy für 3 Personen,QUECHUA,229.99,2963894,2024-05-14 18:32:44.365334,0070072800728,Essen,3,False,True
39364,8358212.0,camping,zelte,Campinghammer,QUECHUA,5.99,2035954,2024-05-14 18:32:44.365334,0070072800728,Essen,41,False,True
39581,8576043.0,camping,zelte,Tarp Schutzplane Multifunktion Camping - Fresh XL,QUECHUA,79.99,2963443,2024-05-14 18:32:44.365334,0070072800728,Essen,0,False,False
39799,8789856.0,camping,kochen-essen-trinken-camping,Picknickdecke Komfort XL 210 × 170 cm grau,QUECHUA,24.99,4785737,2024-05-14 19:11:42.729867,0070072800728,Essen,37,False,True
40037,8560646.0,camping,kochen-essen-trinken-camping,Kühlrucksack 30 l - NH100 Ice Compact,QUECHUA,34.99,2903183,2024-05-14 19:11:42.729867,0070072800728,Essen,11,False,True
40275,8492728.0,camping,kochen-essen-trinken-camping,"Kochset 2,1 l Inox antihaftbeschichtet - MH500 für 2 Personen",QUECHUA,34.99,2558437,2024-05-14 19:11:42.729867,0070072800728,Essen,24,False,True
40512,8789851.0,camping,kochen-essen-trinken-camping,Picknickdecke Komfort 170 × 140 cm luxour,QUECHUA,14.99,4785690,2024-05-14 19:11:42.729867,0070072800728,Essen,50,False,True
40746,8789851.0,camping,kochen-essen-trinken-camping,Picknickdecke Komfort 170 × 140 cm luxour,QUECHUA,14.99,4785695,2024-05-14 19:11:42.729867,0070072800728,Essen,7,False,True
40980,8789851.0,camping,kochen-essen-trinken-camping,Picknickdecke Komfort 170 × 140 cm luxour,QUECHUA,14.99,5066131,2024-05-14 19:11:42.729867,0070072800728,Essen,0,False,False
41214,8618607.0,camping,kochen-essen-trinken-camping,Kühlrucksack Ice Compact NH100 20 l blau,QUECHUA,24.99,4228041,2024-05-14 19:11:42.729867,0070072800728,Essen,32,False,True
41449,8618607.0,camping,kochen-essen-trinken-camping,Kühlrucksack Ice Compact NH100 20 l blau,QUECHUA,24.99,4810167,2024-05-14 19:11:42.729867,0070072800728,Essen,0,False,False
41684,8572257.0,camping,kochen-essen-trinken-camping,Kühltasche selbstaufblasend 25 L,QUECHUA,44.99,2957210,2024-05-14 19:11:42.729867,0070072800728,Essen,8,False,True
41922,8572258.0,camping,kochen-essen-trinken-camping,Kühltasche selbstaufblasend hält kühl bis zu 17 Stunden - 35 L,QUECHUA,54.99,2957211,2024-05-14 19:11:42.729867,0070072800728,Essen,6,False,True
42160,8492729.0,camping,kochen-essen-trinken-camping,"Kochset 3,5 l antihaftbeschichtet Inox MH500 für 4 Personen",QUECHUA,59.99,2558438,2024-05-14 19:11:42.729867,0070072800728,Essen,9,False,True
42398,8746353.0,camping,kochen-essen-trinken-camping,Campingkocher 1-flammig - Campingaz Bistro Plus,CAMPINGAZ,34.99,4604461,2024-05-14 19:11:42.729867,0070072800728,Essen,14,False,True
42636,8542254.0,camping,kochen-essen-trinken-camping,Trinkblase Trekking - MT500 3 Liter,FORCLAZ,16.99,2750076,2024-05-14 19:11:42.729867,0070072800728,Essen,11,False,True
42874,8504347.0,camping,kochen-essen-trinken-camping,Wasserkocher 1 l Inox Camping Outdoor - MH500,QUECHUA,12.99,2480082,2024-05-14 19:11:42.729867,0070072800728,Essen,5,False,True
43112,8576761.0,camping,kochen-essen-trinken-camping,Waschschüssel Camping faltbar - 8 Liter,QUECHUA,12.99,2969094,2024-05-14 19:11:42.729867,0070072800728,Essen,10,False,True
43350,8542253.0,camping,kochen-essen-trinken-camping,Trinkblase Trekking 2 Liter - MT500,FORCLAZ,14.99,2750074,2024-05-14 19:11:42.729867,0070072800728,Essen,16,False,True
43588,8750779.0,camping,kochen-essen-trinken-camping,Picknickdecke kompakt 146 × 120 cm,QUECHUA,7.99,4666499,2024-05-14 19:11:42.729867,0070072800728,Essen,0,False,False
43826,8676217.0,camping,kochen-essen-trinken-camping,Kühltasche flexibel 20 Liter hält kühl bis zu 9 Stunden,QUECHUA,27.99,4451121,2024-05-14 19:11:42.729867,0070072800728,Essen,10,False,True
44064,8797897.0,camping,kochen-essen-trinken-camping,"Trinkflasche 0,8 l Ecozen® mit Schraubverschluss Wandern",QUECHUA,2.99,4811503,2024-05-14 19:11:42.729867,0070072800728,Essen,120,False,True
44301,8492721.0,camping,kochen-essen-trinken-camping,"Campingbecher MH150 Edelstahl 0,4 Liter",QUECHUA,4.99,2558429,2024-05-14 19:11:42.729867,0070072800728,Essen,73,False,True
44539,8386030.0,camping,kochen-essen-trinken-camping,Besteckset Campingbesteck Kunststoff 3-teilig blau,QUECHUA,1.99,2210295,2024-05-14 19:11:42.729867,0070072800728,Essen,40,False,True
44777,8844625.0,camping,kochen-essen-trinken-camping,Bodendecke faltbar verstellbares Rückenteil Camping - Ultimcomfort 160 × 53 cm,QUECHUA,34.99,5046038,2024-05-14 19:11:42.729867,0070072800728,Essen,0,False,False
45015,8649237.0,camping,kochen-essen-trinken-camping,Kühltasche 10 l flexibel Camping,QUECHUA,14.99,4334436,2024-05-14 19:11:42.729867,0070072800728,Essen,16,False,True
45250,8798179.0,camping,kochen-essen-trinken-camping,"Trinkflasche 0,8 l Schnellverschluss Ecozen® mit Wandern - blau",QUECHUA,5.99,4813859,2024-05-14 19:11:42.729867,0070072800728,Essen,51,False,True
45478,8798179.0,camping,kochen-essen-trinken-camping,"Trinkflasche 0,8 l Schnellverschluss Ecozen® mit Wandern - blau",QUECHUA,5.99,4813860,2024-05-14 19:11:42.729867,0070072800728,Essen,26,False,True
45706,8561305.0,camping,kochen-essen-trinken-camping,Kühlakku 175 g für Kühlbox und Kühlrucksack 2er-Pack,QUECHUA,2.99,2896696,2024-05-14 19:11:42.729867,0070072800728,Essen,29,False,True
45944,8559534.0,camping,kochen-essen-trinken-camping,Gaskocher Bergtrekking leicht kompakt - MT500 Piezo,FORCLAZ,37.99,2898192,2024-05-14 19:11:42.729867,0070072800728,Essen,13,False,True
46178,8492724.0,camping,kochen-essen-trinken-camping,"Kochset MH100 Inox Edelstahl 1 Person (1,1 L)",QUECHUA,12.99,2558433,2024-05-14 19:11:42.729867,0070072800728,Essen,20,False,True
46413,8560509.0,camping,kochen-essen-trinken-camping,Kühlrucksack 10 l - NH 100 Ice Compact,QUECHUA,17.99,2899944,2024-05-14 19:11:42.729867,0070072800728,Essen,13,False,True
46641,8560509.0,camping,kochen-essen-trinken-camping,Kühlrucksack 10 l - NH 100 Ice Compact,QUECHUA,17.99,2899945,2024-05-14 19:11:42.729867,0070072800728,Essen,0,False,False
46869,8492725.0,camping,kochen-essen-trinken-camping,"Kochset 1,6 l Inox - MH100 für 2 Personen",QUECHUA,19.99,2558434,2024-05-14 19:11:42.729867,0070072800728,Essen,19,False,True
47104,8606450.0,camping,kochen-essen-trinken-camping,Fleecedecke 150 × 130 cm,QUECHUA,9.99,4181596,2024-05-14 19:11:42.729867,0070072800728,Essen,0,False,False
47341,8277671.0,camping,kochen-essen-trinken-camping,Taschenmesser Opinel Nr. 8 Edelstahl,OPINEL,9.99,1683040,2024-05-14 19:11:42.729867,0070072800728,Essen,11,False,True
47579,8582112.0,camping,kochen-essen-trinken-camping,Gaskocher Bergtrekking MT100 Piezo,FORCLAZ,24.99,4008538,2024-05-14 19:11:42.729867,0070072800728,Essen,19,False,True
47814,8756891.0,camping,kochen-essen-trinken-camping,Windschutz für Campingkocher - MT500,FORCLAZ,12.99,4544149,2024-05-14 19:11:42.729867,0070072800728,Essen,0,False,False
48052,8549674.0,camping,kochen-essen-trinken-camping,"Kochzubehör Camping MH500 Pfannenwender, Kelle, Geschirrtuch, Schneidebrett",QUECHUA,14.99,2757221,2024-05-14 19:11:42.729867,0070072800728,Essen,0,False,False
48287,8640745.0,camping,kochen-essen-trinken-camping,"Trinkbecher Mug 0,38 l Isolierbecher doppelwandig aus Edelstahl - MH500 khaki",QUECHUA,11.99,4266693,2024-05-14 19:11:42.729867,0070072800728,Essen,4,False,True
48515,8640745.0,camping,kochen-essen-trinken-camping,"Trinkbecher Mug 0,38 l Isolierbecher doppelwandig aus Edelstahl - MH500 khaki",QUECHUA,11.99,4266695,2024-05-14 19:11:42.729867,0070072800728,Essen,0,False,False
48743,8575761.0,camping,kochen-essen-trinken-camping,Trinkflasche MT500 mit Wasserfilter weich komprimierbar 1 Liter,FORCLAZ,29.99,2961507,2024-05-14 19:11:42.729867,0070072800728,Essen,0,False,False
48971,8649375.0,camping,kochen-essen-trinken-camping,Kühlakku 370 g für Kühlbox und Kühlrucksack im 2er-Pack,QUECHUA,4.99,4335258,2024-05-14 19:11:42.729867,0070072800728,Essen,20,False,True
49201,8852990.0,camping,campingmobel,Campingstuhl Klappstuhl mit Armlehnen,QUECHUA,19.99,5075743,2024-05-14 19:54:41.567973,0070072800728,Essen,29,False,True
49437,8852990.0,camping,campingmobel,Campingstuhl Klappstuhl mit Armlehnen,QUECHUA,19.99,5075744,2024-05-14 19:54:41.567973,0070072800728,Essen,99,False,True
49673,8852990.0,camping,campingmobel,Campingstuhl Klappstuhl mit Armlehnen,QUECHUA,19.99,2918996,2024-05-14 19:54:41.567973,0070072800728,Essen,0,False,False
49909,8852990.0,camping,campingmobel,Campingstuhl Klappstuhl mit Armlehnen,QUECHUA,19.99,2918997,2024-05-14 19:54:41.567973,0070072800728,Essen,0,False,False
50137,8881982.0,camping,campingmobel,Campingstuhl klappbar - Komfort verstellbar Stahl,QUECHUA,49.99,5204934,2024-05-14 19:54:41.567973,0070072800728,Essen,24,False,True
50377,8852993.0,camping,campingmobel,Campingstuhl klappbar gross - XL,QUECHUA,27.99,5075746,2024-05-14 19:54:41.567973,0070072800728,Essen,64,False,True
50617,8852993.0,camping,campingmobel,Campingstuhl klappbar gross - XL,QUECHUA,27.99,2961595,2024-05-14 19:54:41.567973,0070072800728,Essen,0,False,False
50857,8492643.0,camping,campingmobel,Campingstuhl niedriger Klappstuhl - MH500 grau,QUECHUA,39.99,2558046,2024-05-14 19:54:41.567973,0070072800728,Essen,8,False,True
51084,8492643.0,camping,campingmobel,Campingstuhl niedriger Klappstuhl - MH500 grau,QUECHUA,39.99,4899198,2024-05-14 19:54:41.567973,0070072800728,Essen,0,False,False
51312,8492643.0,camping,campingmobel,Campingstuhl niedriger Klappstuhl - MH500 grau,QUECHUA,39.99,4899199,2024-05-14 19:54:41.567973,0070072800728,Essen,0,False,False
51540,8750555.0,camping,campingmobel,Campingtisch klappbar - 2–4 Personen,QUECHUA,27.99,4665781,2024-05-14 19:54:41.567973,0070072800728,Essen,34,False,True
51779,8750555.0,camping,campingmobel,Campingtisch klappbar - 2–4 Personen,QUECHUA,27.99,2961624,2024-05-14 19:54:41.567973,0070072800728,Essen,0,False,False
52007,8512943.0,camping,campingmobel,Campingstuhl niedriger Klappstuhl MH500 XL,QUECHUA,54.99,2466767,2024-05-14 19:54:41.567973,0070072800728,Essen,0,False,False
52247,8786306.0,camping,campingmobel,Campingtisch niedrig klappbar - MH100 grau,QUECHUA,19.99,4767347,2024-05-14 19:54:41.567973,0070072800728,Essen,37,False,True
52487,8750484.0,camping,campingmobel,Küchenmöbel Camping klappbar,QUECHUA,99.99,4665130,2024-05-14 19:54:41.567973,0070072800728,Essen,6,False,True
52727,8493400.0,camping,campingmobel,Sitzkissen Trekking MT500 Schaumstoff faltbar,FORCLAZ,5.99,2562988,2024-05-14 19:54:41.567973,0070072800728,Essen,46,False,True
52967,8767220.0,camping,campingmobel,Campingschrank faltbar und kompakt XL - Comfort,QUECHUA,89.99,4663536,2024-05-14 19:54:41.567973,0070072800728,Essen,0,False,False
53207,8853007.0,camping,campingmobel,Campingtisch klappbar mit 4 Hockern - 4‒6 Personen,QUECHUA,69.99,5075837,2024-05-14 19:54:41.567973,0070072800728,Essen,6,False,True
53447,8603153.0,camping,campingmobel,Beinauflage Camping kompatibel mit unseren Campingstühlen,QUECHUA,17.99,4129063,2024-05-14 19:54:41.567973,0070072800728,Essen,0,False,False
53675,8603153.0,camping,campingmobel,Beinauflage Camping kompatibel mit unseren Campingstühlen,QUECHUA,17.99,5075749,2024-05-14 19:54:41.567973,0070072800728,Essen,0,False,False
53903,8759981.0,camping,campingmobel,Stabilisierungsdecke für Campingstuhl MH500L,QUECHUA,7.99,4579105,2024-05-14 19:54:41.567973,0070072800728,Essen,0,False,False
54143,8852999.0,camping,campingmobel,Campingstuhl klappbar - Comfort,QUECHUA,44.99,5075752,2024-05-14 19:54:41.567973,0070072800728,Essen,0,False,False
54383,8852999.0,camping,campingmobel,Campingstuhl klappbar - Comfort,QUECHUA,44.99,2962551,2024-05-14 19:54:41.567973,0070072800728,Essen,0,False,False
54611,8750558.0,camping,campingmobel,Campingtisch klappbar mit 4 Hockern 4-6 Personen,QUECHUA,69.99,4665789,2024-05-14 19:54:41.567973,0070072800728,Essen,11,False,True
54851,8512947.0,camping,campingmobel,Campingtisch Klapptisch MH500 niedrig,QUECHUA,49.99,2466777,2024-05-14 19:54:41.567973,0070072800728,Essen,5,False,True
55091,8576113.0,camping,campingmobel,Campingstuhl niedrig MH100 faltbar blau,QUECHUA,14.99,2963898,2024-05-14 19:54:41.567973,0070072800728,Essen,15,False,True
55331,8576113.0,camping,campingmobel,Campingstuhl niedrig MH100 faltbar blau,QUECHUA,14.99,4226754,2024-05-14 19:54:41.567973,0070072800728,Essen,25,False,True
55571,8750560.0,camping,campingmobel,Campingtisch Klapptisch - 4 Personen,QUECHUA,44.99,4665791,2024-05-14 19:54:41.567973,0070072800728,Essen,1,False,False
55811,864538.0,camping,campingmobel,Campingschrank faltbar und kompakt - Basic,QUECHUA,59.99,4073788,2024-05-14 19:54:41.567973,0070072800728,Essen,8,False,True
56051,8786303.0,camping,campingmobel,Campinghocker mit drei Beinen,QUECHUA,8.99,4767344,2024-05-14 19:54:41.567973,0070072800728,Essen,55,False,True
56291,8648928.0,camping,campingmobel,Küchenmöbel klappbar XL Camping,QUECHUA,164.99,4332301,2024-05-14 19:54:41.567973,0070072800728,Essen,2,False,True
56531,8834461.0,camping,campingmobel,Campingtisch klappbar höhenverstellbar - Easy Camp Menton M Bambus,EASY CAMP,54.99,5015677,2024-05-14 19:54:41.567973,0070072800728,Essen,0,False,False
56771,864559.0,camping,campingmobel,Nachttisch Kompakt Camping,QUECHUA,19.99,4073804,2024-05-14 19:54:41.567973,0070072800728,Essen,0,False,False
57011,8834454.0,camping,campingmobel,Campingstuhl faltbar - Outwell Casilda schwarz,OUTWELL,59.99,5015653,2024-05-14 19:54:41.567973,0070072800728,Essen,0,False,False
57251,8852994.0,camping,campingmobel,Campingstuhl Klappstuhl,QUECHUA,16.99,5075747,2024-05-14 19:54:41.567973,0070072800728,Essen,33,False,True
57490,8852994.0,camping,campingmobel,Campingstuhl Klappstuhl,QUECHUA,16.99,2970405,2024-05-14 19:54:41.567973,0070072800728,Essen,0,False,False
57730,960034.0,camping,campingmobel,Küchenmöbel Camping Multifunktion Tepee,QUECHUA,119.99,4073894,2024-05-14 19:54:41.567973,0070072800728,Essen,0,False,False
57969,8810708.0,camping,campingmobel,Camping-Küchenmöbel faltbar,QUECHUA,74.99,4898926,2024-05-14 19:54:41.567973,0070072800728,Essen,6,False,True
58209,8750565.0,camping,campingmobel,Campingtisch klappbar - 6 bis 8 Personen,QUECHUA,99.99,4665796,2024-05-14 19:54:41.567973,0070072800728,Essen,0,False,False
58437,8794274.0,camping,campingmobel,Campingstuhl klappbar - Outwell Blackpool Green Vineyard grün,OUTWELL,54.99,4838470,2024-05-14 19:54:41.567973,0070072800728,Essen,0,False,False
58672,8843764.0,camping,campingmobel,Campinghocker Klapphocker grün,QUECHUA,11.99,5037264,2024-05-14 19:54:41.567973,0070072800728,Essen,0,False,False
58907,8852997.0,camping,campingmobel,Campingstuhl Klappstuhl Komfort Multiposition - Chill Meal,QUECHUA,99.99,5075750,2024-05-14 19:54:41.567973,0070072800728,Essen,0,False,False
59147,8753715.0,camping,campingmobel,Bollerwagen klappbar für Familienzelt und Campingausrüstung,QUECHUA,104.99,4640149,2024-05-14 19:54:41.567973,0070072800728,Essen,12,False,True
59387,8853003.0,camping,campingmobel,Campingstuhl Komfort Klappstuhl,QUECHUA,39.99,5075814,2024-05-14 19:54:41.567973,0070072800728,Essen,0,False,False
59614,8853003.0,camping,campingmobel,Campingstuhl Komfort Klappstuhl,QUECHUA,39.99,2962513,2024-05-14 19:54:41.567973,0070072800728,Essen,0,False,False
59842,8572900.0,camping,campingmobel,Wüstensitz verstellbar - Desert 900 braun,FORCLAZ,29.99,2887434,2024-05-14 19:54:41.567973,0070072800728,Essen,0,False,False
60075,8853029.0,camping,campingmobel,Campingtisch kompakt Holzplatte Ablagefach - 4/6-Personen,QUECHUA,119.99,5075886,2024-05-14 19:54:41.567973,0070072800728,Essen,0,False,False
60315,8895223.0,camping,campingmobel,Outwell Gresham Campingstuhl faltbar,OUTWELL,179.99,5291607,2024-05-14 19:54:41.567973,0070072800728,Essen,0,False,False
60543,8611651.0,camping,campingmobel,Bollerwagen Trolley All Road für Familienzelt und Campingausrüstung,QUECHUA,139.99,4190250,2024-05-14 19:58:06.350256,0070027300273,Herne,0,False,False
60688,25504539.0,camping,campingmobel,Campingstuhl klappbar Johnny XL Camping Stuhl mit Getränkehalter,QEEDO,39.9,3fd436ff-a08c-48fb-b74d-ac1c6ff6289b,2024-05-14 19:58:06.350256,0070027300273,Herne,0,False,False
60833,53343.0,camping,campingmobel,Campingstuhl XXL Johnny Jumbo aus stabilem Stahlgestänge bis 250 kg belastbar,QEEDO,69.9,02a20792-e2fc-4302-9495-f50240208486,2024-05-14 19:58:06.350256,0070027300273,Herne,0,False,False
60978,8759611.0,camping,schlafsacke-matratzen-betten,Selbstaufblasende Luftmatratze Ultimate Comfort 70 cm 1 Person,QUECHUA,99.99,4564006,2024-05-14 20:38:45.632787,0070072800728,Essen,43,False,True
61202,8549582.0,camping,schlafsacke-matratzen-betten,Camping-Kopfkissen Reisekissen Komfort blau,QUECHUA,9.99,2765853,2024-05-14 20:38:45.632787,0070072800728,Essen,49,False,True
61426,8561144.0,camping,schlafsacke-matratzen-betten,Luftmatratze 70 cm Camping - Air Basic für 1 Person,QUECHUA,16.99,2895786,2024-05-14 20:38:45.632787,0070072800728,Essen,53,False,True
61650,8611728.0,camping,schlafsacke-matratzen-betten,Selbstaufblasende Luftmatratze Ultimate Comfort doppelt 136 cm für 2 Personen,QUECHUA,179.99,4191209,2024-05-14 20:38:45.632787,0070072800728,Essen,8,False,True
61874,8601381.0,camping,schlafsacke-matratzen-betten,Luftmatratze Camping selbstaufblasend - Comfort 65 cm für 1 Person,QUECHUA,59.99,4108868,2024-05-14 20:38:45.632787,0070072800728,Essen,34,False,True
62098,8737675.0,camping,schlafsacke-matratzen-betten,Schlafsack Camping - Arpenaz 10 °C,QUECHUA,29.99,4518515,2024-05-14 20:38:45.632787,0070072800728,Essen,53,False,True
62310,8737675.0,camping,schlafsacke-matratzen-betten,Schlafsack Camping - Arpenaz 10 °C,QUECHUA,29.99,4518516,2024-05-14 20:38:45.632787,0070072800728,Essen,0,False,False
62522,8841743.0,camping,schlafsacke-matratzen-betten,Luftmatratze selbstaufblasend Camping - Ultim Comfort Van 115 cm für 2 Personen,QUECHUA,134.99,5006373,2024-05-14 20:38:45.632787,0070072800728,Essen,0,False,False
62745,8575620.0,camping,schlafsacke-matratzen-betten,Luftmatratze Camping selbstaufblasend 60 cm - Basic 1 Person,QUECHUA,29.99,2960898,2024-05-14 20:38:45.632787,0070072800728,Essen,55,False,True
62969,8595949.0,camping,schlafsacke-matratzen-betten,Campingbett aufblasbar mit Lattenrost - Bed Air 70x200 cm blau,QUECHUA,99.99,2923834,2024-05-14 20:38:45.632787,0070072800728,Essen,7,False,True
63193,8561145.0,camping,schlafsacke-matratzen-betten,Luftmatratze aufblasbar Camping - Air Basic 190×140 cm,QUECHUA,29.99,2895787,2024-05-14 20:38:45.632787,0070072800728,Essen,48,False,True
63417,8561149.0,camping,schlafsacke-matratzen-betten,Luftmatratze Camping - Air Basic Breite 120 cm für 2 Personen,QUECHUA,27.99,2895791,2024-05-14 20:38:45.632787,0070072800728,Essen,41,False,True
63641,8789047.0,camping,schlafsacke-matratzen-betten,Schlafsack Camping - Arpenaz 0 °C,QUECHUA,59.99,4797486,2024-05-14 20:38:45.632787,0070072800728,Essen,9,False,True
64089,8648441.0,camping,schlafsacke-matratzen-betten,Luftmatratze 70 cm Camping - Air Comfort für 1 Person,QUECHUA,34.99,4327543,2024-05-14 20:38:45.632787,0070072800728,Essen,13,False,True
64313,8648443.0,camping,schlafsacke-matratzen-betten,Luftmatratze 140 cm Camping - Air Comfort für 2 Personen,QUECHUA,44.99,4327545,2024-05-14 20:38:45.632787,0070072800728,Essen,18,False,True
64529,8648442.0,camping,schlafsacke-matratzen-betten,Luftmatratze 120 cm Camping - Air Comfort für 2 Personen,QUECHUA,39.99,4327544,2024-05-14 20:38:45.632787,0070072800728,Essen,11,False,True
64753,8648442.0,camping,schlafsacke-matratzen-betten,Luftmatratze 120 cm Camping - Air Comfort für 2 Personen,QUECHUA,39.99,5145351,2024-05-14 20:38:45.632787,0070072800728,Essen,0,False,False
