name,main_category,sub_category,url,brand,price,sku_ids,product_id
Rudergerät D PM5 Concept 2,fitness,fitnessgerate-fur-zuhause,https://www.decathlon.de/p/rudergerat-d-pm5-concept-2/_/R-p-X8361558?mc=8361558,CONCEPT 2,"1.164,99 €",2052983,8361558
T-R01 Laufband,fitness,fitnessgerate-fur-zuhause,https://www.decathlon.de/p/mp/horizon-fitness/t-r01-laufband/_/R-p-9af7d976-ff87-414f-a486-7aaccb05ae91?mc=9af7d976-ff87-414f-a486-7aaccb05ae91_c2.c1.c3&c=grau_schwarz,HORIZON FITNESS,299 €,ef8ab573-810a-41bb-beaa-972c6e162043,9
Hantelscheibe Gusseisen 28 mm 5 kg,fitness,fitnessgerate-fur-zuhause,https://www.decathlon.de/p/hantelscheibe-gusseisen-28-mm-5-kg/_/R-p-348960?mc=8816725,CORENGTH,"12,99 €",4934746,8816725
Laufband Connected kompakt zusammenklappbar 10 % motorisierte Neigung - RUN500,fitness,fitnessgerate-fur-zuhause,https://www.decathlon.de/p/laufband-connected-kompakt-zusammenklappbar-10-motorisierte-neigung-run500/_/R-p-306855?mc=8542707,DOMYOS,"699,99 €",2711064,8542707
Hantelbank 900 verstärkt Schrägbank Negativ-Bank,fitness,fitnessgerate-fur-zuhause,https://www.decathlon.de/p/hantelbank-900-verstarkt-schragbank-negativ-bank/_/R-p-342936?mc=8766093,CORENGTH,"149,99 €",4660463,8766093
Kraftstation geführte Last kompakt - Home Gym 900,fitness,fitnessgerate-fur-zuhause,https://www.decathlon.de/p/kraftstation-gefuhrte-last-kompakt-home-gym-900/_/R-p-178181?mc=8484134,CORENGTH,"399,99 €",2526815,8484134
Hantelset 20 kg,fitness,fitnessgerate-fur-zuhause,https://www.decathlon.de/p/hantelset-20-kg/_/R-p-7449?mc=8018574&c=schwarz,CORENGTH,"59,99 €",411314,8018574
Rudergerät Essential R120,fitness,fitnessgerate-fur-zuhause,https://www.decathlon.de/p/rudergerat-essential-r120/_/R-p-301442?mc=8501452,DOMYOS,"249,99 €",2491923,8501452
Hantelset 2 × 3 kg - grau,fitness,fitnessgerate-fur-zuhause,https://www.decathlon.de/p/hantelset-2-×-3-kg-grau/_/R-p-130442?mc=8336581&c=grau,DOMYOS,"19,99 €",712811,8336581
Rudergerät 500B Self Powered mit App-Steuerung,fitness,fitnessgerate-fur-zuhause,https://www.decathlon.de/p/rudergerat-500b-self-powered-mit-app-steuerung/_/R-p-335495?mc=8666894,DOMYOS,"449,99 €",4367777,8666894
