id,main_category,sub_category,product_name,brand,price,store_skuId,store_storeId,store_storeName,latestTimestamp,quantityLatest,quantity_lag_1,quantity_lag_2,quantity_lag_3,quantity_lag_4,quantity_lag_5,quantity_lag_6,quantity_lag_7,quantity_lag_8,quantity_lag_9,quantity_lag_10,quantity_lag_11,quantity_lag_12,quantity_lag_13,quantity_lag_14,quantity_lag_15,quantity_lag_16,quantity_lag_17,quantity_lag_18,quantity_lag_19,quantity_lag_20,quantity_lag_21,stock_out_other_stores_lag_1,stock_out_other_stores_lag_2,stock_out_other_stores_lag_3,stock_out_other_stores_lag_4,stock_out_other_stores_lag_5,stock_out_other_stores_lag_6,stock_out_other_stores_lag_7,stock_out_other_stores_lag_8,stock_out_other_stores_lag_9,stock_out_other_stores_lag_10,stock_out_other_stores_lag_11,stock_out_other_stores_lag_12,stock_out_other_stores_lag_13,stock_out_other_stores_lag_14,stock_out_other_stores_lag_15,stock_out_other_stores_lag_16,stock_out_other_stores_lag_17,stock_out_other_stores_lag_18,stock_out_other_stores_lag_19,stock_out_other_stores_lag_20,stock_out_other_stores_lag_21,earliestTimestamp
9.0,fitness,fitnessgerate-fur-zuhause,T-R01 Laufband,HORIZON FITNESS,299.0,ef8ab573-810a-41bb-beaa-972c6e162043,0070008500085,Dortmund-Aplerbeck ,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-10 19:01:09.860541
9.0,fitness,fitnessgerate-fur-zuhause,T-R01 Laufband,HORIZON FITNESS,299.0,ef8ab573-810a-41bb-beaa-972c6e162043,0070027300273,Herne,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-10 18:58:44.634541
9.0,fitness,fitnessgerate-fur-zuhause,T-R01 Laufband,HORIZON FITNESS,299.0,ef8ab573-810a-41bb-beaa-972c6e162043,0070072600726,Hagen,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-10 19:02:19.139821
9.0,fitness,fitnessgerate-fur-zuhause,T-R01 Laufband,HORIZON FITNESS,299.0,ef8ab573-810a-41bb-beaa-972c6e162043,0070072800728,Essen,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-10 18:57:32.676129
9.0,fitness,fitnessgerate-fur-zuhause,T-R01 Laufband,HORIZON FITNESS,299.0,ef8ab573-810a-41bb-beaa-972c6e162043,0070106901069,Hückelhoven,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-14 21:52:56.182048
9.0,fitness,fitnessgerate-fur-zuhause,T-R01 Laufband,HORIZON FITNESS,299.0,ef8ab573-810a-41bb-beaa-972c6e162043,0070156501565,Köln Marsdorf ,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-10 19:08:02.285872
9.0,fitness,fitnessgerate-fur-zuhause,T-R01 Laufband,HORIZON FITNESS,299.0,ef8ab573-810a-41bb-beaa-972c6e162043,0070157301573,Düsseldorf,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-10 19:05:18.320112
9.0,fitness,fitnessgerate-fur-zuhause,T-R01 Laufband,HORIZON FITNESS,299.0,ef8ab573-810a-41bb-beaa-972c6e162043,0070159601596,Wuppertal,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-10 19:04:01.339768
9.0,fitness,fitnessgerate-fur-zuhause,T-R01 Laufband,HORIZON FITNESS,299.0,ef8ab573-810a-41bb-beaa-972c6e162043,0070206002060,Dortmund-Kampstrasse ,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-10 19:00:00.010907
9.0,fitness,fitnessgerate-fur-zuhause,T-R01 Laufband,HORIZON FITNESS,299.0,ef8ab573-810a-41bb-beaa-972c6e162043,0070207102071,Köln-Quincy,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-10 19:09:21.314273
9.0,fitness,fitnessgerate-fur-zuhause,T-R01 Laufband,HORIZON FITNESS,299.0,ef8ab573-810a-41bb-beaa-972c6e162043,0070207202072,Neuss,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-10 19:06:36.875032
9.0,fitness,fitnessgerate-fur-zuhause,T-R01 Laufband,HORIZON FITNESS,299.0,ef8ab573-810a-41bb-beaa-972c6e162043,0070265802658,MÜNSTER,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-14 21:55:58.553619
22.0,fitness,fitnessgerate-fur-zuhause,Hantelset 2 x 05 Kg - Hexagon Kurzhantel Set mit Neoprenbeschichtung rot,NEOLYMP,14.99,220bdc2e-0635-4923-a529-7fb9d6c51743,0070008500085,Dortmund-Aplerbeck ,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-14 21:28:34.766379
22.0,fitness,fitnessgerate-fur-zuhause,Hantelset 2 x 02 Kg - Hexagon Kurzhantel Set mit Neoprenbeschichtung rot,NEOLYMP,14.99,220bdc2e-0635-4923-a529-7fb9d6c51743,0070008500085,Dortmund-Aplerbeck ,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-14 21:28:34.766379
22.0,fitness,fitnessgerate-fur-zuhause,Hantelset 2 x 02 Kg - Hexagon Kurzhantel Set mit Neoprenbeschichtung rot,NEOLYMP,14.99,220bdc2e-0635-4923-a529-7fb9d6c51743,0070027300273,Herne,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-11 20:42:46.852252
22.0,fitness,fitnessgerate-fur-zuhause,Hantelset 2 x 05 Kg - Hexagon Kurzhantel Set mit Neoprenbeschichtung rot,NEOLYMP,14.99,220bdc2e-0635-4923-a529-7fb9d6c51743,0070027300273,Herne,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-11 20:42:46.852252
22.0,fitness,fitnessgerate-fur-zuhause,Hantelset 2 x 02 Kg - Hexagon Kurzhantel Set mit Neoprenbeschichtung rot,NEOLYMP,14.99,220bdc2e-0635-4923-a529-7fb9d6c51743,0070072600726,Hagen,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-10 19:02:19.139821
22.0,fitness,fitnessgerate-fur-zuhause,Hantelset 2 x 03 Kg - Hexagon Kurzhantel Set mit Neoprenbeschichtung rot,NEOLYMP,14.99,220bdc2e-0635-4923-a529-7fb9d6c51743,0070072600726,Hagen,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-10 19:02:19.139821
22.0,fitness,fitnessgerate-fur-zuhause,Hantelset 2 x 05 Kg - Hexagon Kurzhantel Set mit Neoprenbeschichtung rot,NEOLYMP,14.99,220bdc2e-0635-4923-a529-7fb9d6c51743,0070072800728,Essen,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-14 21:19:42.835897
22.0,fitness,fitnessgerate-fur-zuhause,Hantelset 2 x 03 Kg - Hexagon Kurzhantel Set mit Neoprenbeschichtung rot,NEOLYMP,14.99,220bdc2e-0635-4923-a529-7fb9d6c51743,0070106901069,Hückelhoven,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-14 21:52:56.182048
22.0,fitness,fitnessgerate-fur-zuhause,Hantelset 2 x 02 Kg - Hexagon Kurzhantel Set mit Neoprenbeschichtung rot,NEOLYMP,14.99,220bdc2e-0635-4923-a529-7fb9d6c51743,0070156501565,Köln Marsdorf ,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-11 20:52:21.082046
22.0,fitness,fitnessgerate-fur-zuhause,Hantelset 2 x 03 Kg - Hexagon Kurzhantel Set mit Neoprenbeschichtung rot,NEOLYMP,14.99,220bdc2e-0635-4923-a529-7fb9d6c51743,0070156501565,Köln Marsdorf ,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-11 20:52:21.082046
22.0,fitness,fitnessgerate-fur-zuhause,Hantelset 2 x 03 Kg - Hexagon Kurzhantel Set mit Neoprenbeschichtung rot,NEOLYMP,14.99,220bdc2e-0635-4923-a529-7fb9d6c51743,0070157301573,Düsseldorf,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-14 21:39:58.019971
22.0,fitness,fitnessgerate-fur-zuhause,Hantelset 2 x 02 Kg - Hexagon Kurzhantel Set mit Neoprenbeschichtung rot,NEOLYMP,14.99,220bdc2e-0635-4923-a529-7fb9d6c51743,0070159601596,Wuppertal,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-11 20:47:37.409095
22.0,fitness,fitnessgerate-fur-zuhause,Hantelset 2 x 03 Kg - Hexagon Kurzhantel Set mit Neoprenbeschichtung rot,NEOLYMP,14.99,220bdc2e-0635-4923-a529-7fb9d6c51743,0070159601596,Wuppertal,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-11 20:47:37.409095
22.0,fitness,fitnessgerate-fur-zuhause,Hantelset 2 x 05 Kg - Hexagon Kurzhantel Set mit Neoprenbeschichtung rot,NEOLYMP,14.99,220bdc2e-0635-4923-a529-7fb9d6c51743,0070206002060,Dortmund-Kampstrasse ,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-14 21:25:26.015574
22.0,fitness,fitnessgerate-fur-zuhause,Hantelset 2 x 02 Kg - Hexagon Kurzhantel Set mit Neoprenbeschichtung rot,NEOLYMP,14.99,220bdc2e-0635-4923-a529-7fb9d6c51743,0070206002060,Dortmund-Kampstrasse ,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-14 21:25:26.015574
22.0,fitness,fitnessgerate-fur-zuhause,Hantelset 2 x 03 Kg - Hexagon Kurzhantel Set mit Neoprenbeschichtung rot,NEOLYMP,14.99,220bdc2e-0635-4923-a529-7fb9d6c51743,0070207102071,Köln-Quincy,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-14 21:50:03.767570
22.0,fitness,fitnessgerate-fur-zuhause,Hantelset 2 x 02 Kg - Hexagon Kurzhantel Set mit Neoprenbeschichtung rot,NEOLYMP,14.99,220bdc2e-0635-4923-a529-7fb9d6c51743,0070207202072,Neuss,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-10 19:06:36.875032
22.0,fitness,fitnessgerate-fur-zuhause,Hantelset 2 x 03 Kg - Hexagon Kurzhantel Set mit Neoprenbeschichtung rot,NEOLYMP,14.99,220bdc2e-0635-4923-a529-7fb9d6c51743,0070207202072,Neuss,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-10 19:06:36.875032
22.0,fitness,fitnessgerate-fur-zuhause,Hantelset 2 x 03 Kg - Hexagon Kurzhantel Set mit Neoprenbeschichtung rot,NEOLYMP,14.99,220bdc2e-0635-4923-a529-7fb9d6c51743,0070265802658,MÜNSTER,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-14 21:55:58.553619
22.0,fitness,fitnessgerate-fur-zuhause,Hantelset 2 x 02 Kg - Hexagon Kurzhantel Set mit Neoprenbeschichtung rot,NEOLYMP,14.99,220bdc2e-0635-4923-a529-7fb9d6c51743,0070265802658,MÜNSTER,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-14 21:55:58.553619
22.0,fitness,fitnessgerate-fur-zuhause,Hantelset 2 x 05 Kg - Hexagon Kurzhantel Set mit Neoprenbeschichtung rot,NEOLYMP,14.99,606d8a1c-799f-498d-8483-9423e9f28bb3,0070008500085,Dortmund-Aplerbeck ,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-14 21:28:34.766379
22.0,fitness,fitnessgerate-fur-zuhause,Hantelset 2 x 02 Kg - Hexagon Kurzhantel Set mit Neoprenbeschichtung rot,NEOLYMP,14.99,606d8a1c-799f-498d-8483-9423e9f28bb3,0070008500085,Dortmund-Aplerbeck ,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-14 21:28:34.766379
22.0,fitness,fitnessgerate-fur-zuhause,Hantelset 2 x 02 Kg - Hexagon Kurzhantel Set mit Neoprenbeschichtung rot,NEOLYMP,14.99,606d8a1c-799f-498d-8483-9423e9f28bb3,0070027300273,Herne,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-11 20:42:46.852252
22.0,fitness,fitnessgerate-fur-zuhause,Hantelset 2 x 05 Kg - Hexagon Kurzhantel Set mit Neoprenbeschichtung rot,NEOLYMP,14.99,606d8a1c-799f-498d-8483-9423e9f28bb3,0070027300273,Herne,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-11 20:42:46.852252
22.0,fitness,fitnessgerate-fur-zuhause,Hantelset 2 x 02 Kg - Hexagon Kurzhantel Set mit Neoprenbeschichtung rot,NEOLYMP,14.99,606d8a1c-799f-498d-8483-9423e9f28bb3,0070072600726,Hagen,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-10 19:02:19.139821
22.0,fitness,fitnessgerate-fur-zuhause,Hantelset 2 x 03 Kg - Hexagon Kurzhantel Set mit Neoprenbeschichtung rot,NEOLYMP,14.99,606d8a1c-799f-498d-8483-9423e9f28bb3,0070072600726,Hagen,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-10 19:02:19.139821
22.0,fitness,fitnessgerate-fur-zuhause,Hantelset 2 x 05 Kg - Hexagon Kurzhantel Set mit Neoprenbeschichtung rot,NEOLYMP,14.99,606d8a1c-799f-498d-8483-9423e9f28bb3,0070072800728,Essen,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-14 21:19:42.835897
22.0,fitness,fitnessgerate-fur-zuhause,Hantelset 2 x 03 Kg - Hexagon Kurzhantel Set mit Neoprenbeschichtung rot,NEOLYMP,14.99,606d8a1c-799f-498d-8483-9423e9f28bb3,0070106901069,Hückelhoven,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-14 21:52:56.182048
22.0,fitness,fitnessgerate-fur-zuhause,Hantelset 2 x 02 Kg - Hexagon Kurzhantel Set mit Neoprenbeschichtung rot,NEOLYMP,14.99,606d8a1c-799f-498d-8483-9423e9f28bb3,0070156501565,Köln Marsdorf ,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-11 20:52:21.082046
22.0,fitness,fitnessgerate-fur-zuhause,Hantelset 2 x 03 Kg - Hexagon Kurzhantel Set mit Neoprenbeschichtung rot,NEOLYMP,14.99,606d8a1c-799f-498d-8483-9423e9f28bb3,0070156501565,Köln Marsdorf ,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-11 20:52:21.082046
22.0,fitness,fitnessgerate-fur-zuhause,Hantelset 2 x 03 Kg - Hexagon Kurzhantel Set mit Neoprenbeschichtung rot,NEOLYMP,14.99,606d8a1c-799f-498d-8483-9423e9f28bb3,0070157301573,Düsseldorf,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2024-05-14 21:39:58.019971
